invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
05317011,Christopher Wright,1,Patrick Morton,M,2007,Hat,White,M,Headwear,8,18,10/31/2024,2
93625530,Martin Johnson,5,Mark King,F,2013,Pants,Blue,XXL,Bottoms,7,45,11/30/2022,3
53454824,Christopher Cook,1,Amy English,F,1962,Hood,Beige,XS,Headwear,8,25,12/30/2023,4
67737844,Melissa Thomas,1,Jonathan Williams,M,1971,Boots,Blue,XXL,Footwear,4,90,12/09/2023,2
82076363,Richard Steele,2,Joyce Herring,F,1969,Swimsuit,Gray,XXXL,Sports,6,40,12/04/2023,4
20965183,Cynthia Bradshaw,1,April Harris,M,2001,Sunglasses,White,XXL,Accessories,6,70,06/06/2023,2
54970779,Christopher Cook,3,Sabrina Harrison,F,1994,Hoodie,White,XXL,Tops,7,40,05/06/2024,5
78500888,Amy Fisher,1,Richard Thomas,M,2007,Beanie,Blue,S,Headwear,8,10,11/24/2024,2
08470065,Nicole Garcia,4,Daniel Scott,F,2013,Loafers,Red,XXXL,Footwear,4,55,10/31/2024,4
69848153,Amy Fisher,3,Kelly Maynard,F,1990,Swimsuit,Gray,XS,Sports,5,40,10/30/2024,4
50961182,Susan Rivera,1,Steven Wheeler,M,2013,Helmet,Green,XXXL,Headwear,5,50,12/31/2024,8
25212821,Hayden Henry,1,Audrey Robles,F,2006,Scarf,Yellow,XXL,Headwear,1,20,09/31/2024,6
27156102,Nicole Harrington,4,Jason Gutierrez,F,2000,Sneakers,White,L,Footwear,5,75,10/30/2024,7
19741542,Marcus Guzman,2,Terri Sanders,F,2011,Sandals,Navy,XXXL,Footwear,5,30,07/31/2024,4
04563956,Dawn Vaughan,1,Victoria Flynn,M,1987,Earrings,White,L,Accessories,3,35,02/04/2022,8
79277412,Martin Johnson,4,Sarah Garcia,M,1974,Tie,Beige,XXL,Sports,5,20,10/01/2023,6
77604292,Joseph Brown,4,Beth Crawford,M,1972,Cap,Green,L,Headwear,4,12,09/30/2023,6
