invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
25222793,Susan Rivera,9,Charles Booth,M,2010,Bracelet,Black,L,Accessories,1,45,11/31/2024,2
17737876,Linda Terrell,2,Joshua Wilson,F,1977,Jacket,Green,S,Tops,6,60,10/31/2025,8
06105959,Kyle Smith,9,Sandra Lowery,M,2015,Sandals,Navy,L,Footwear,1,30,12/31/2025,7
73159864,Richard Patel,6,Jaclyn Smith,F,2011,Scarf,Navy,M,Headwear,3,20,11/06/2024,5
68635702,Christopher Cook,9,Luis Townsend,M,1990,Heels,Blue,XS,Footwear,8,65,10/19/2025,2
00525458,Nicole Garcia,9,Tommy Williams,F,1962,Uniform,Navy,XXL,Sports,1,55,08/02/2025,6
32381735,Mary King,3,Maureen Perez,F,1967,Scarf,White,M,Headwear,1,20,11/08/2024,5
82433047,Richard Steele,4,Melissa Conway MD,M,2014,Tracksuit,Yellow,XL,Sports,8,60,07/31/2025,2
44161811,Carrie Smith,9,Katie Lee,F,2013,Sweater,Black,XXXL,Tops,5,35,11/31/2024,6
55077926,Richard Patel,8,Rick Mcfarland,M,2005,Pants,Black,S,Bottoms,1,45,01/07/2024,6
77102702,Susan Werner,3,Natasha Oneal,F,2010,Coat,Red,XXL,Tops,6,80,05/30/2024,6
01358082,Mark Cummings,2,Robin Smith,F,1990,Hat,Yellow,S,Headwear,2,18,08/30/2025,6
92710169,Mark Richardson,3,James Byrd,M,2013,Skirt,Beige,XXL,Bottoms,5,30,05/04/2024,3
70794620,Nicole Garcia,5,Roberto Stewart,F,1969,Shirt,Yellow,XS,Tops,1,25,04/31/2026,5
42817413,Gregory Wheeler,8,Nicholas Sweeney,F,2014,Watch,White,XXXL,Accessories,5,150,11/31/2026,2
36475672,Nicole Garcia,3,Christina Thomas,F,2014,Necklace,Red,XXXL,Accessories,5,65,09/09/2024,8
95372102,Jonathon King,8,Laura Johnson,F,2012,Beanie,White,XXXL,Headwear,5,10,10/31/2024,3
46777578,Anthony Lee,8,Cody Nguyen,M,1992,Heels,Navy,XL,Footwear,1,65,10/31/2025,6
