invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
35695391,Cynthia Bradshaw,2,David Meyer,M,2015,Helmet,Yellow,XL,Headwear,5,50,12/04/2023,4
09423649,Anthony Lee,4,Matthew Madden,M,1982,Trousers,Red,XXXL,Bottoms,1,40,01/31/2024,8
43227026,Amy Fisher,2,Shannon Frost,F,1973,Pants,Black,XXXL,Bottoms,1,45,01/30/2024,2
68276042,Dawn Vaughan,3,Crystal Richards,F,1964,Pants,Navy,S,Bottoms,5,45,07/01/2024,4
44813468,Christine Richardson,1,Denise Hampton,M,2012,Jacket,Gray,M,Tops,6,60,06/31/2023,8
76917601,Jonathon King,5,Michael Mueller,F,1975,Jeans,Gray,S,Bottoms,4,50,11/31/2022,3
44360290,Jeremy Cook,4,Gina Thomas,F,1996,Beanie,Gray,S,Headwear,2,10,05/28/2022,5
29555896,Melissa Thomas,2,Micheal Hubbard,F,1989,Loafers,Navy,XXL,Footwear,8,55,08/22/2023,2
26874211,Joseph Brown,2,Helen Blackwell,M,1990,Sneakers,Navy,XL,Footwear,5,75,10/30/2022,5
20306018,Michael Mendoza,3,Frank Fisher,F,1960,Sunglasses,Blue,XS,Accessories,1,70,07/29/2024,4
39787160,Nicole Garcia,3,Jason Kelly,F,2009,Hat,Green,XL,Headwear,2,18,12/31/2024,6
14642988,Christopher Cook,2,Tina Ramos,F,2009,Ring,Green,XXXL,Accessories,5,40,10/06/2022,8
67071820,Richard Steele,4,Gary White,M,1971,Tracksuit,White,L,Sports,1,60,12/22/2023,2
58225068,Hayden Henry,3,Alexandria Holt,M,2007,Uniform,White,XL,Sports,7,55,10/30/2022,7
20774719,Christine Richardson,5,Jennifer Ayala,F,1967,Jacket,Yellow,XXXL,Tops,5,60,04/30/2024,7
12408762,William Hughes,1,Dana Shea,F,1977,Tracksuit,Red,XS,Sports,7,60,05/30/2022,7
78876046,Anthony Lee,4,Billy Duran,F,1997,Scarf,Black,XS,Headwear,4,20,12/30/2023,7
81688280,Stephanie Martinez,1,Cindy Taylor,M,2000,Tie,Yellow,XL,Sports,8,20,04/30/2023,4
