invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
08419130,Kyle Smith,6,Robert Smith,M,1962,Sunglasses,Beige,XS,Accessories,5,70,01/30/2026,2
95464636,Melissa Thomas,9,Christopher Mitchell,F,1970,Leggings,Navy,XXXL,Bottoms,6,20,12/12/2026,3
52334625,Richard Steele,3,Craig Sanchez,F,2002,Jeans,Yellow,XXXL,Bottoms,5,50,08/31/2025,7
23695031,Nicole Harrington,7,Michael Chung,M,1970,Hat,Navy,XS,Headwear,3,18,10/30/2024,7
41552690,Jonathon King,6,Raymond Smith,F,1964,Earrings,Black,L,Accessories,3,35,06/31/2024,4
44227290,Christopher Wright,4,Timothy Stanley,F,1991,Uniform,Black,S,Sports,2,55,11/17/2026,7
53978102,James Quinn,7,Daniel Reed,M,2011,Cap,Beige,L,Headwear,6,12,08/30/2025,7
63686132,Katelyn Wilkins,5,Timothy Wagner,M,1987,Trousers,Red,L,Bottoms,8,40,02/31/2025,5
91551726,Randall Sims,8,Tiffany Stewart,M,1969,Loafers,Gray,XL,Footwear,6,55,12/15/2024,5
59575518,Ronald Johnson,5,Kimberly Graves,M,2001,Scarf,Beige,XXXL,Headwear,5,20,08/25/2026,8
30909485,Nicole Harrington,7,Sandra Hamilton,M,2000,Bracelet,Navy,M,Accessories,5,45,10/05/2024,7
04888557,Martin Johnson,5,Joshua Howard,M,2003,Sweater,Blue,XL,Tops,6,35,05/31/2026,8
08284316,Mary King,8,Ashley Hayes,M,1962,Jacket,Red,S,Tops,5,60,02/10/2026,4
10617211,Gregory Wheeler,4,Samantha Schwartz,F,2005,Hat,Gray,XXL,Headwear,8,18,10/31/2025,8
27832787,Marcus Guzman,7,Kimberly Bauer,F,1979,Loafers,Black,M,Footwear,1,55,10/30/2024,7
78260227,Dawn Vaughan,8,Evelyn Hines,F,1989,Socks,Gray,XL,Sports,5,8,11/31/2026,6
