invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
51994190,Franklin Silva,3,Seth Lewis,M,2005,Hood,Red,XXL,Headwear,4,25,10/30/2022,8
18648338,Mr. Ricardo Holland,4,Jennifer Smith,F,2011,Uniform,Black,M,Sports,18,55,10/05/2028,2
36009336,Kerry Wilson,2,Daniel Foster,F,2006,Boots,Gray,L,Footwear,17,90,10/14/2028,3
14205133,Ronald Johnson,2,Kylie Pierce,M,1987,Tracksuit,Navy,M,Sports,3,60,08/11/2028,3
81382799,Stephanie Martinez,10,Amy Glass,M,1973,Shorts,Navy,XS,Bottoms,19,25,11/04/2024,4
95180443,Kyle Smith,9,Tonya Newman,M,1985,Tracksuit,Red,S,Sports,9,60,12/31/2025,8
75057738,Casey Ortiz,6,Walter Chang,F,1972,Socks,Black,L,Sports,9,8,02/31/2028,2
59896609,Sean Morse,10,Karen Hayes,F,1971,Tracksuit,Gray,XXL,Sports,5,60,05/05/2026,7
86144368,Gregory Wheeler,5,Paul Payne,F,1974,Jeans,Yellow,XXL,Bottoms,14,50,11/30/2029,7
28617460,Michael Mendoza,2,Elizabeth Golden,F,2002,Tie,Green,S,Sports,15,20,12/27/2025,4
36240363,Nicole Harrington,5,Mariah Perez,F,2001,Shirt,Gray,L,Tops,6,25,11/09/2022,7
42687842,Kimberly Francis,6,Tara Miranda,M,1991,Shirt,Green,XXXL,Tops,19,25,11/31/2023,3
59137055,Nicole Garcia,11,James Warren,F,1966,Watch,Gray,M,Accessories,5,150,10/18/2022,7
17611349,Franklin Silva,9,Dr. Shane Reed,F,2010,Uniform,Black,XXXL,Sports,8,55,04/31/2026,5
68115884,Mark Cummings,6,Melissa Mckinney,F,2013,Sunglasses,Navy,S,Accessories,3,70,06/08/2026,4
07371744,Nancy Rivera,5,Amanda Carpenter,F,2011,Tracksuit,White,M,Sports,10,60,12/02/2026,4
62659238,Susan Rivera,1,Christopher Gomez,M,1962,Tracksuit,Black,XXXL,Sports,13,60,01/30/2026,2
75164312,Franklin Silva,3,Curtis Paul,M,1975,Loafers,Yellow,L,Footwear,5,55,01/23/2025,8
39966197,Amy Burke,3,Danielle Anderson,M,2007,Helmet,Yellow,L,Headwear,7,50,08/30/2027,5
43736466,John Mendez,12,Mary Blackburn,F,2011,Coat,Red,XS,Tops,10,80,07/30/2025,4
83810895,Marcus Guzman,9,Cody Gibson,F,1963,Sneakers,Black,L,Footwear,14,75,11/01/2028,8
23068669,Anna Thomas,7,James Adams,M,1968,Heels,White,L,Footwear,14,65,10/07/2024,8
33400507,Christopher Wright,8,Nathan Gross,F,2012,Jeans,Yellow,L,Bottoms,10,50,12/06/2025,7
97382648,Mr. Angel Colon DVM,2,Jeremy Hall,F,2014,Slippers,Yellow,S,Footwear,13,15,12/02/2026,7
21394965,Casey Ortiz,7,Mark Reed,F,2009,Boots,Black,XL,Footwear,5,90,11/31/2025,2
03612753,Paul Foster,9,Michael Parker,M,2007,Boots,Red,XXL,Footwear,10,90,12/30/2026,7
56280489,Stephen Saunders,7,Angela Dunn,M,1963,Hood,Blue,M,Headwear,6,25,09/31/2029,3
21231544,Taylor Flores,7,Louis Weeks,M,2003,Watch,Navy,XXL,Accessories,1,150,10/29/2027,6
46945445,Christopher Cook,7,Shannon Young,M,2004,Socks,Beige,XS,Sports,15,8,12/09/2026,4
60196288,Miguel Valdez,7,Tabitha Chambers,F,1987,Necklace,Gray,XL,Accessories,9,65,05/31/2026,4
