invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
37629118,Casey Ortiz,1,Samantha Wagner,M,1976,Sweater,Red,XL,Tops,5,35,03/04/2024,3
02198388,Mary King,1,Riley Ward,M,1988,T-shirt,Navy,L,Tops,6,15,12/06/2025,6
01408556,Amy Fisher,5,Katherine Bond,F,1991,Slippers,Gray,XS,Footwear,6,15,06/30/2024,4
26365373,Kyle Smith,2,Michael Flores,M,1988,Swimsuit,Blue,L,Sports,5,40,10/24/2025,7
85468136,Anthony Lee,7,Jack Thomas,M,2009,Boots,White,L,Footwear,4,90,01/23/2026,2
20493025,James Quinn,6,Christian Pearson,M,2013,Tie,Black,S,Sports,4,20,01/30/2025,8
24410806,Randall Sims,2,James Phillips,M,1985,Tracksuit,Navy,XS,Sports,2,60,04/30/2024,7
95911829,Mark Cummings,2,Margaret Weeks,F,1983,Sandals,Gray,M,Footwear,3,30,01/31/2026,8
40851254,Christine Richardson,1,Mark Mathews,F,2006,Sunglasses,Yellow,XS,Accessories,6,70,10/31/2024,3
56570508,Rebecca Blackburn,1,Dr. Linda White,F,2013,Tracksuit,Green,XXL,Sports,1,60,07/31/2024,2
88050921,John Mendez,6,Christopher Christian,M,2012,Necklace,Red,L,Accessories,1,65,02/08/2025,8
84713316,Richard Patel,8,Mrs. Tamara Nolan DVM,M,2005,Tracksuit,Navy,XL,Sports,5,60,02/31/2026,2
69618138,Stephanie Martinez,2,Sherry Todd,F,1987,Uniform,Black,L,Sports,2,55,12/11/2026,8
91039156,Carrie Smith,8,Matthew Rodriguez,F,1994,Loafers,Beige,XXXL,Footwear,4,55,02/09/2024,8
05928375,Cynthia Bradshaw,8,Scott Townsend,F,1993,Watch,Black,XXXL,Accessories,3,150,10/07/2024,7
51116740,Nicole Harrington,8,Matthew Church,F,1997,Uniform,Blue,L,Sports,7,55,03/31/2024,7
36367356,Hayden Henry,8,Steven Silva,F,1975,Swimsuit,Gray,XXL,Sports,1,40,12/31/2025,7
26088178,John Mendez,6,Matthew Jennings,F,2012,Leggings,Red,XXL,Bottoms,8,20,11/09/2024,3
81255077,Ronald Johnson,7,Teresa Williams,M,2004,Sneakers,Beige,XL,Footwear,8,75,10/05/2024,5
54726745,James Quinn,9,Mckenzie Montes,F,1967,Trousers,Gray,M,Bottoms,3,40,05/23/2025,5
61113145,Richard Patel,6,Stephanie Hughes,F,2015,Pants,Green,XXL,Bottoms,2,45,02/30/2024,4
09166157,Susan Werner,2,Charlene King,M,2006,Tracksuit,Red,XS,Sports,8,60,06/05/2024,4
32688567,Stephanie Martinez,2,Kimberly Roberts MD,M,1981,Helmet,Red,XXL,Headwear,1,50,11/30/2024,2
17227190,Jeremy Cook,9,Brandon Bates,M,2008,Slippers,Navy,M,Footwear,7,15,05/19/2024,8
10713977,Richard Patel,3,Steven Smith,F,1991,Swimsuit,Yellow,M,Sports,3,40,12/31/2025,3
44926929,John Mendez,8,Sean Kennedy,M,1997,Slippers,White,L,Footwear,1,15,10/30/2024,7
60992091,William Hughes,2,Jennifer Neal,F,1970,Pants,Red,M,Bottoms,5,45,12/02/2025,8
58650060,Amy Fisher,1,Megan Gilbert,F,2015,Tie,Green,XS,Sports,3,20,11/23/2024,8
96613498,Cynthia Sanchez,6,Sylvia Luna,F,2014,Sandals,Blue,XXL,Footwear,7,30,10/21/2025,2
97725627,Michael Mendoza,2,Steven Tran,M,2015,Shorts,White,XXL,Bottoms,6,25,02/13/2026,2
13770620,Joseph Brown,3,Tricia Hernandez,M,2002,Cap,Beige,XL,Headwear,5,12,01/07/2025,2
34500024,Marcus Guzman,5,Christopher Parker,M,2011,Watch,Blue,M,Accessories,5,150,11/07/2025,4
70403568,Christine Richardson,2,Larry Davis Jr.,F,1999,Coat,Gray,L,Tops,1,80,07/02/2024,2
47127909,Anthony Lee,1,Beverly Kim,M,1971,Tracksuit,White,M,Sports,8,60,04/01/2025,6
45879142,Linda Terrell,4,Devin Garza,M,1985,Sweater,Navy,XL,Tops,8,35,09/30/2024,3
10423830,Amy Burke,8,Andrew Brown,F,1973,Shorts,Red,L,Bottoms,6,25,04/22/2024,8
85586646,Ronald Johnson,8,Candice Daniels,F,2002,Heels,White,XXXL,Footwear,1,65,12/30/2026,8
04378663,Gregory Wheeler,5,Karen Lam DVM,M,2000,Helmet,Navy,M,Headwear,4,50,02/30/2024,6
21432530,Anna Thomas,1,Gabriel Stevens,F,1994,Tie,White,XS,Sports,1,20,08/31/2025,8
21873820,Carrie Smith,4,Brittany Berry,F,2013,Bracelet,Blue,L,Accessories,4,45,11/30/2025,7
52830107,Christopher Cook,1,Monica Smith,M,1977,Slippers,Beige,M,Footwear,6,15,08/20/2024,2
85435132,Casey Ortiz,4,Chris Carter,F,2004,Sandals,Beige,XXXL,Footwear,2,30,10/30/2024,8
60218937,Nicole Harrington,9,Jeremy Davis,M,2010,Heels,Yellow,XL,Footwear,8,65,11/31/2024,2
09013217,Amy Fisher,6,Jerry Johnson,M,2010,T-shirt,Beige,XS,Tops,2,15,12/31/2025,5
48598800,Jonathon King,1,Monique Jacobs,F,2013,Helmet,Beige,L,Headwear,8,50,05/31/2024,6
99240594,Anna Thomas,3,Steve Henderson,M,1994,Sandals,Red,M,Footwear,1,30,02/07/2026,2
17215922,Robin Callahan,5,Mark Campbell,M,1977,Coat,Red,XXL,Tops,1,80,07/18/2025,7
76970234,Hayden Henry,5,Christopher Horton,F,1992,Loafers,Red,L,Footwear,5,55,12/30/2024,7
70282312,Hayden Henry,3,Mrs. Anne Berger,F,1975,Tracksuit,Navy,L,Sports,8,60,10/08/2025,8
42157493,Joseph Brown,1,Brooke Long,M,2001,Boots,Green,M,Footwear,4,90,07/31/2026,7
53582935,Stephanie Martinez,5,Tina Gray,F,2006,Bracelet,Gray,XL,Accessories,3,45,03/31/2024,8
14536916,Kyle Smith,2,Felicia Day,M,2013,Sweater,White,XXXL,Tops,8,35,03/31/2026,3
53281848,Dawn Vaughan,4,Joan Wood,M,2015,Heels,Beige,XS,Footwear,1,65,01/28/2026,7
13552896,John Mendez,5,Rachel Bell,F,1986,Hat,Navy,S,Headwear,5,18,04/06/2026,4
15611523,Mark Richardson,9,Alexis Galvan,M,1964,Trousers,Blue,XL,Bottoms,8,40,10/30/2026,6
96763204,Susan Rivera,1,Jessica Meza,F,2004,Sandals,Black,L,Footwear,3,30,10/21/2025,5
16025893,Taylor Flores,1,Phyllis Gordon,M,1961,Necklace,Red,XXXL,Accessories,4,65,04/02/2026,3
61489862,Christopher Wright,6,Dawn Shelton,M,1977,Watch,Green,XL,Accessories,1,150,02/06/2026,6
07672656,Amy Fisher,6,Michelle Ray,F,2010,Skirt,Blue,M,Bottoms,6,30,12/31/2026,8
84823041,Anna Thomas,6,Hannah Jones,M,2013,Beanie,Navy,XXL,Headwear,3,10,04/31/2025,4
22924918,Gregory Wheeler,6,Amanda Castillo,F,1962,Sneakers,Gray,XS,Footwear,1,75,12/31/2025,2
64873290,William Hughes,7,Karen Walton,M,2005,Tracksuit,Blue,L,Sports,1,60,02/31/2026,5
76698219,Casey Ortiz,3,Anthony Rogers,M,1973,Hat,Gray,XS,Headwear,4,18,12/07/2026,7
17311942,Jeremy Cook,2,Catherine Callahan,F,2009,Pants,Beige,XS,Bottoms,5,45,10/17/2024,8
14167749,Casey Ortiz,2,Jessica Aguilar,M,2014,Loafers,Black,XXL,Footwear,5,55,03/30/2024,4
43561944,Taylor Flores,7,Matthew Miranda,M,2012,Slippers,Beige,XXL,Footwear,1,15,12/31/2024,3
18144049,Anna Thomas,2,Susan Lopez,F,2009,Scarf,Green,L,Headwear,6,20,05/04/2024,4
26466183,Mr. Ricardo Holland,4,Kevin Sosa,F,1997,Hat,Navy,XXL,Headwear,5,18,05/30/2025,7
27911505,Susan Rivera,1,Victoria Sanders,F,2002,Socks,White,XS,Sports,6,8,10/31/2024,5
91937742,Joseph Brown,7,Keith Washington,M,2004,Helmet,Gray,S,Headwear,8,50,11/09/2025,2
02423369,William Hughes,5,Carolyn Salazar,M,2013,Hat,Blue,XS,Headwear,1,18,11/09/2026,2
01048869,Gregory Wheeler,2,Samantha Jones,F,1978,Loafers,White,XXXL,Footwear,1,55,10/31/2025,7
04628692,Dawn Vaughan,4,Stephanie Hernandez,M,1974,Helmet,Black,S,Headwear,4,50,12/07/2024,5
96542299,Amy Burke,4,Jennifer Simpson,F,1968,Jacket,Yellow,XL,Tops,4,60,12/30/2026,5
53509413,Melissa Thomas,4,Lisa Knight,F,2013,Ring,Red,XXXL,Accessories,6,40,05/30/2025,2
75753558,Dawn Vaughan,5,Michael Hernandez,M,1983,Sweater,Green,XS,Tops,7,35,05/29/2025,4
65643984,Casey Ortiz,9,Robert Phillips,M,2004,Swimsuit,Yellow,XXXL,Sports,6,40,08/31/2025,5
70340486,Martin Johnson,2,Sarah Moran,F,1997,Earrings,Green,XL,Accessories,7,35,03/03/2025,7
