invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
14646121,Nicole Harrington,3,Ricky Wright,M,1976,Slippers,Gray,S,Footwear,4,15,11/20/,5
32626662,Anthony Lee,2,Alejandro Hunter,F,1976,Sweater,Yellow,M,Tops,3,35,06/30/,5
81552530,Robin Callahan,2,Stephanie Mason,M,1996,Loafers,Red,XXL,Footwear,5,55,07/31/2020,4
84714377,Anthony Lee,3,Rhonda James,M,1963,Sunglasses,Yellow,S,Accessories,6,70,09/30/2020,7
59597254,Christopher Wright,3,Kevin Ryan,F,2006,Slippers,White,XL,Footwear,6,15,11/03/2020,5
49680715,Christine Richardson,2,Allison Chapman,F,2005,Shirt,Red,XL,Tops,2,25,03/31/2020,2
51517718,Joseph Brown,3,Joseph Saunders,M,2013,Sandals,Green,S,Footwear,6,30,02/03/2020,3
64304194,Richard Patel,2,Madison Miller,F,1990,Jacket,Navy,XS,Tops,7,60,09/31/,2
54947269,William Hughes,2,Cristian Reyes,F,1962,Beanie,White,M,Headwear,8,10,08/30/2021,7
82102113,Nicole Harrington,2,Joseph Wang,F,1970,Trousers,Black,XL,Bottoms,4,40,02/09/,4
18949585,Christopher Wright,3,Matthew Jenkins,M,1964,Uniform,Green,S,Sports,1,55,08/26/2021,8
36405982,Christopher Wright,1,Catherine Cooper,F,2001,Swimsuit,Yellow,L,Sports,3,40,11/18/,5
50588564,Anthony Lee,1,Seth Carter,F,2007,Trousers,Gray,XL,Bottoms,5,40,02/07/2020,2
92380556,Christine Richardson,3,Zachary Miller,F,2008,Boots,Red,XS,Footwear,4,90,11/30/2020,4
14210672,Robin Callahan,1,David Martinez,F,1976,Earrings,White,L,Accessories,5,35,08/09/,8
43587329,Christopher Wright,1,Amy Patterson,M,1979,Coat,Navy,XXXL,Tops,5,80,08/02/2020,6
84855674,Richard Patel,1,Eric Martinez,M,2015,Tracksuit,Yellow,M,Sports,1,60,11/12/2020,5
97425033,William Hughes,3,Karina Davis,F,1966,Scarf,Beige,XL,Headwear,2,20,12/30/,8
06924219,Richard Patel,3,Colton Hudson,M,1987,Socks,Red,M,Sports,3,8,10/31/2021,5
04987605,Christine Richardson,1,Erin Fowler,F,1973,Socks,Black,L,Sports,6,8,12/03/,4
86251020,Nicole Garcia,2,Lori Lambert,M,2007,Hat,Navy,XL,Headwear,7,18,09/18/2021,4
88678501,Christopher Wright,1,Sandra Smith,M,1973,T-shirt,Blue,M,Tops,6,15,01/30/2021,3
39746106,William Hughes,1,Jennifer Mccoy,F,1998,Ring,Navy,S,Accessories,6,40,12/22/,6
83161904,Richard Patel,1,Victoria Guerrero,M,2010,Ring,Black,L,Accessories,2,40,11/31/,6
62184308,Richard Patel,1,Roberta Roberts,M,1993,Skirt,Navy,L,Bottoms,5,30,10/30/2020,4
34654534,Taylor Flores,3,Paul Sutton,M,1996,Cap,Blue,L,Headwear,4,12,12/30/,6
10605550,Taylor Flores,2,Lindsay Serrano,F,1993,T-shirt,Yellow,XL,Tops,3,15,10/30/2021,5
41339948,Anthony Lee,2,Annette Kelley,F,2011,Sunglasses,Green,L,Accessories,2,70,01/30/2020,2
20579640,William Hughes,3,Dennis Scott,F,1965,Loafers,Blue,M,Footwear,7,55,10/31/,7
58525836,Taylor Flores,2,Dalton Mendez,F,2010,T-shirt,Red,XXL,Tops,5,15,01/30/2020,3
10210217,Nicole Garcia,3,Anna Mitchell,M,2011,Skirt,Red,S,Bottoms,8,30,02/30/,8
73806611,Nicole Garcia,2,Brandon Fleming,F,1961,Socks,Green,M,Sports,8,8,09/01/2020,8
69776736,Christine Richardson,1,Kevin Ayers,F,2012,Tie,Green,M,Sports,6,20,11/31/2020,6
42952332,William Hughes,1,Edgar Porter,F,1984,Sandals,Navy,XXXL,Footwear,5,30,10/09/,2
43265238,Nicole Harrington,1,Jeremy West,F,2009,Pants,Green,M,Bottoms,5,45,09/17/2021,2
91558124,Christopher Wright,1,Jason Duncan,F,1996,Belt,Red,XXL,Sports,6,25,04/06/2020,6
87169622,Christine Richardson,3,Rebecca Sanders,F,1976,Necklace,Green,M,Accessories,7,65,12/22/,5
71123447,Christopher Wright,3,Ashley Evans,M,2013,Cap,Yellow,XS,Headwear,1,12,09/09/,6
49161533,Taylor Flores,1,Rachel Malone,M,2007,Sunglasses,Yellow,XS,Accessories,1,70,12/15/,3
90561046,Christine Richardson,2,Rhonda Fuller,M,1992,Socks,White,S,Sports,6,8,12/08/2021,5
81948532,Christopher Wright,1,Stacy Ellis,F,1968,Jeans,Red,L,Bottoms,8,50,07/07/2020,5
75090530,Anthony Lee,1,Tara Hunt,M,2009,Loafers,Green,S,Footwear,8,55,10/19/,7
24421153,Joseph Brown,1,Robert Valentine,M,1997,Leggings,Green,S,Bottoms,8,20,10/04/2021,6
12119614,Richard Patel,2,Cheryl Reed,M,1986,Necklace,Navy,XXL,Accessories,1,65,12/31/2021,3
21920846,Richard Patel,3,Connie Barker,M,1982,Sneakers,White,XS,Footwear,5,75,11/30/2021,3
30594981,Christopher Wright,1,Kari Santana,M,1964,Sandals,Yellow,XXL,Footwear,4,30,10/30/2020,3
48150967,Christine Richardson,2,Richard Grimes,M,1982,Trousers,Gray,S,Bottoms,4,40,10/02/2020,4
78261616,Richard Patel,2,Jose Hernandez MD,M,2015,Pants,Red,S,Bottoms,1,45,09/31/2020,2
