invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
71254863,Joseph Brown,2,Daniel Floyd,M,2009,Sweater,Blue,M,Tops,6,35,04/07/2021,4
01230353,Nicole Harrington,2,Ms. Joanna Garcia,F,2015,T-shirt,Red,XXL,Tops,7,15,11/26/,2
47552271,Taylor Flores,3,Destiny Ochoa,M,1986,Watch,Navy,XXXL,Accessories,5,150,12/30/,8
92970446,Anthony Lee,1,Felicia Mann,F,1972,Earrings,Blue,L,Accessories,8,35,10/27/,6
18068631,Nicole Harrington,1,Angela West,M,1989,Hood,Navy,S,Headwear,6,25,05/02/,6
20256371,Nicole Harrington,3,Vicki Shelton,M,1965,Necklace,Red,L,Accessories,5,65,01/31/,7
95463412,Robin Callahan,1,Jennifer Braun,M,1969,Tie,Beige,XXL,Sports,4,20,06/19/2020,4
42734448,Christopher Wright,2,Melissa Gonzalez,M,2000,Sandals,Black,S,Footwear,3,30,09/23/2020,2
56198058,Richard Patel,1,Peter Alexander,F,1974,Uniform,Green,L,Sports,6,55,10/15/2020,7
99971479,Taylor Flores,1,Lisa Acosta,F,2009,Sneakers,Gray,L,Footwear,5,75,12/30/,2
34973112,Joseph Brown,3,Kristy Mills,F,1965,Tie,Red,XS,Sports,8,20,02/05/,4
03105505,Anthony Lee,3,Jeffrey Price,F,1967,Boots,Blue,XXL,Footwear,5,90,02/21/2021,2
47856398,Anthony Lee,1,Erin Lopez,M,2000,Sneakers,Yellow,L,Footwear,8,75,08/09/,6
63630634,Nicole Garcia,2,Justin Thomas,F,2010,Swimsuit,White,XS,Sports,2,40,10/31/2020,3
81781269,Richard Patel,2,Donna Bryant,F,1982,Scarf,Blue,XS,Headwear,2,20,12/30/2020,5
30516480,Joseph Brown,2,Diane Mann,M,2008,Earrings,Green,S,Accessories,6,35,04/30/2020,6
44864596,Nicole Harrington,2,David Gomez,M,1963,Sweater,Gray,XL,Tops,6,35,01/10/,3
08500808,Richard Patel,2,Brittney Alexander,F,1979,Tracksuit,Navy,XXL,Sports,1,60,10/05/2020,8
45337712,William Hughes,3,Christina Montgomery,F,2010,Heels,Red,XS,Footwear,6,65,05/07/,5
45420962,Christine Richardson,3,Stephanie Webb,M,1986,Jacket,Black,L,Tops,8,60,02/31/2021,8
10703648,Taylor Flores,1,Dennis Myers,F,1960,Sneakers,Gray,M,Footwear,8,75,02/28/,2
88678810,Christopher Wright,2,Sarah Hill,F,2001,Necklace,Black,S,Accessories,7,65,01/02/,7
66145650,Taylor Flores,2,Stacy Goodman,F,1963,Watch,Gray,XL,Accessories,7,150,11/20/,5
33512166,Joseph Brown,2,Kevin Morales,F,1990,Shirt,Yellow,XS,Tops,8,25,03/25/2021,8
74712242,Christopher Wright,1,Gregory Harrison,M,1978,Hoodie,Yellow,XS,Tops,5,40,10/31/2021,2
11373891,Nicole Garcia,3,Adrienne Garcia,M,2010,Trousers,Beige,XS,Bottoms,1,40,10/31/,8
29904268,Anthony Lee,3,Shirley Morales,F,2000,Cap,Green,XXXL,Headwear,2,12,04/30/2020,3
14376702,Joseph Brown,3,Mary Barnes,F,1975,Loafers,Red,XXL,Footwear,3,55,10/14/2020,7
96840997,Taylor Flores,3,Justin Gray,M,2008,Swimsuit,Green,XXXL,Sports,4,40,04/01/,3
75982596,Christopher Wright,1,Michelle Wood,F,2012,Earrings,Gray,L,Accessories,6,35,01/28/2020,8
40110178,Taylor Flores,3,Russell Walter,M,1985,Hat,Green,XL,Headwear,1,18,12/31/,4
