invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
21389669,Susan Rivera,6,Brittney Kelly,F,2011,Beanie,Black,XXL,Headwear,6,10,01/30/2025,8
91233292,Stephanie Martinez,5,Ashley Guzman,M,1981,Shorts,Green,XXXL,Bottoms,4,25,08/31/2026,4
50575284,John Mendez,3,Stephen Barber,M,2005,Jeans,Green,XL,Bottoms,6,50,10/01/2024,6
46454373,Melissa Thomas,9,Brenda Shaffer,M,1962,Scarf,Yellow,XXL,Headwear,3,20,12/02/2024,3
64125206,Anna Thomas,1,Peter Fox,M,1997,Slippers,Yellow,XXL,Footwear,6,15,06/31/2025,4
73528332,Cynthia Bradshaw,3,Melanie Long,M,2015,Skirt,Red,L,Bottoms,4,30,06/31/2025,4
02240333,Kyle Smith,7,Michelle Ferguson,M,1965,Hood,Navy,XXXL,Headwear,4,25,11/31/2024,8
13432963,Christopher Cook,3,Christopher Finley,M,2003,Slippers,Beige,XL,Footwear,5,15,12/18/2024,6
86160040,Melissa Thomas,2,Jamie Jones,M,2009,Helmet,Green,L,Headwear,8,50,08/31/2024,7
19888113,Michael Mendoza,3,Maria Fernandez,M,2006,T-shirt,Yellow,M,Tops,1,15,03/19/2026,2
29862014,Kyle Smith,2,Elizabeth Thomas,F,2000,Necklace,Green,XXL,Accessories,8,65,10/31/2026,4
23746352,Stephanie Martinez,5,Michael Chang,M,2012,Trousers,White,XL,Bottoms,7,40,01/16/2025,4
72098093,Melissa Thomas,2,Ryan Hernandez,M,1967,Swimsuit,Gray,S,Sports,3,40,03/31/2026,8
83162670,Susan Rivera,1,Julie Thornton,M,1975,Helmet,Red,L,Headwear,5,50,09/30/2026,5
48101345,Joseph Brown,1,Leslie Adams,F,1976,Boots,Yellow,L,Footwear,6,90,08/14/2025,7
45357316,Hayden Henry,5,Mrs. Jennifer Nelson,F,1961,Belt,Green,XL,Sports,3,25,11/15/2024,3
79664813,Rebecca Blackburn,7,Tracy Freeman,F,2008,Skirt,Blue,XXL,Bottoms,2,30,11/30/2026,3
93629804,Susan Werner,2,Shannon Hoover,F,1965,Shirt,Yellow,XL,Tops,7,25,04/30/2025,3
65560719,Cynthia Sanchez,7,Michaela Haley,M,2011,Sunglasses,Beige,M,Accessories,5,70,07/03/2025,6
28572972,Rebecca Blackburn,9,Michael Burnett,F,2001,Scarf,Gray,XS,Headwear,7,20,08/31/2024,7
53749541,Gregory Wheeler,6,Sarah Trujillo,M,2002,Sweater,Blue,XS,Tops,3,35,12/11/2026,4
52529777,Taylor Flores,3,Jeffrey Gonzalez,F,1985,T-shirt,Gray,M,Tops,1,15,08/31/2026,5
74120944,Kyle Smith,9,Christopher Fitzpatrick,F,1971,Cap,Navy,L,Headwear,5,12,10/09/2026,3
85991831,Mark Richardson,5,Carlos Hayes,M,2001,Heels,Beige,M,Footwear,5,65,11/31/2026,4
07861097,Casey Ortiz,9,Crystal Vasquez,F,2012,Hoodie,White,XL,Tops,7,40,12/30/2025,8
07872645,Mary Baker,4,Kathleen Parker,M,1982,Sneakers,Red,XXL,Footwear,6,75,11/31/2026,8
97910830,Cynthia Bradshaw,7,David Crawford,F,2010,Sunglasses,Blue,XS,Accessories,5,70,02/14/2025,7
94135990,Michael Mendoza,6,Ronald Mccormick,F,2010,Shirt,Navy,XS,Tops,3,25,01/31/2024,2
88203116,Dawn Vaughan,1,Blake Roberts,M,2004,Scarf,Green,XL,Headwear,3,20,02/02/2025,3
66389357,Randall Sims,8,Jose Hernandez,M,2012,Sweater,Green,XXL,Tops,5,35,04/05/2026,8
53987523,Rebecca Blackburn,7,Ashley Leonard,M,1986,Tie,Yellow,XL,Sports,3,20,05/30/2024,3
71942632,William Hughes,7,Ryan Lawrence MD,F,1985,Shirt,White,L,Tops,6,25,12/14/2024,5
35609460,Stephanie Martinez,7,Megan Davenport,F,1980,Jacket,Yellow,XXL,Tops,8,60,11/25/2024,3
46852988,Carrie Smith,6,Cheryl Lopez,F,2007,Jacket,White,XXXL,Tops,8,60,03/17/2026,8
54639892,Rebecca Blackburn,5,Gregory Krueger,F,2015,Coat,Green,L,Tops,8,80,09/30/2025,8
40703754,Jeremy Cook,9,April Ramsey,F,1971,Earrings,Black,XXXL,Accessories,1,35,12/11/2024,6
11592927,Joseph Brown,5,Brendan Gardner,M,1987,Swimsuit,White,M,Sports,4,40,07/07/2025,2
35994316,Linda Terrell,3,Ivan Young,F,2009,Watch,Black,XL,Accessories,2,150,02/31/2026,4
15723356,Anthony Lee,7,Michael Barber,F,1991,Shorts,Gray,L,Bottoms,2,25,10/31/2026,5
93187550,Christopher Wright,7,Bridget Rodriguez,F,1996,Shirt,Green,XS,Tops,5,25,10/31/2025,5
57395191,Christopher Wright,5,Matthew Williamson,M,2000,Cap,Yellow,L,Headwear,4,12,11/30/2025,7
68460471,Christopher Wright,2,Jessica Jones,F,2013,Belt,White,XL,Sports,6,25,10/30/2024,5
00139640,Anthony Lee,7,Rebecca Wells,F,1974,Socks,Gray,S,Sports,3,8,11/19/2025,5
56250077,John Mendez,7,Andrea Wood,M,2014,Shirt,Gray,S,Tops,4,25,01/31/2024,4
23111109,Jeremy Cook,4,Eric Martinez,F,2010,Hoodie,Green,XXXL,Tops,7,40,06/30/2024,5
92399644,Stephanie Martinez,8,Craig Wood,F,1996,Loafers,Yellow,S,Footwear,8,55,03/24/2026,5
71965459,Ronald Johnson,3,Sarah Donaldson,F,1967,Necklace,Navy,S,Accessories,5,65,03/31/2024,6
19224621,Carrie Smith,3,Mark Morris,M,2012,Trousers,Beige,XXL,Bottoms,5,40,03/30/2025,4
26703711,Mr. Ricardo Holland,8,James Perkins,F,2004,Pants,Yellow,XXXL,Bottoms,3,45,07/31/2024,2
41000040,Katelyn Wilkins,1,Edward Blevins,M,2014,Hat,Green,S,Headwear,8,18,07/30/2025,4
30738824,Michael Mendoza,5,Jamie Frazier,M,2010,Sneakers,Green,XXXL,Footwear,5,75,12/31/2026,7
54273630,Richard Steele,9,Frank Ritter,F,1968,Ring,Gray,M,Accessories,6,40,12/31/2024,4
59121039,Susan Werner,1,Sandra Cruz,M,1968,Ring,Yellow,XXXL,Accessories,3,40,12/05/2025,6
79147521,Anthony Lee,8,Michael Williams,F,2011,Hoodie,Blue,XL,Tops,8,40,03/30/2025,3
37462814,Nicole Garcia,4,James Weeks,M,1999,Sunglasses,Yellow,M,Accessories,3,70,01/14/2026,7
79613766,Kyle Smith,1,Julie Burgess,M,1960,Helmet,Beige,XXXL,Headwear,4,50,07/26/2026,6
52742245,Christopher Wright,9,Ronald Jordan,F,1973,Watch,White,S,Accessories,7,150,07/04/2024,7
72220130,Randall Sims,4,Elizabeth Guerrero,M,1982,Trousers,Black,M,Bottoms,2,40,01/29/2025,3
74884998,Gregory Wheeler,6,Kelly Moore,M,2007,Tie,Blue,S,Sports,2,20,10/30/2025,7
15453608,Kyle Smith,6,Robert Duncan,M,1976,Hood,Black,L,Headwear,5,25,10/30/2025,7
36888609,Dawn Vaughan,2,Michael Johnson,F,1979,Boots,Red,XXL,Footwear,1,90,06/14/2024,3
70024219,Carrie Smith,9,Emily Johnson,F,1977,Shorts,Black,XS,Bottoms,6,25,10/28/2024,2
75120811,Carrie Smith,7,Marie Vaughn,F,1981,Sunglasses,Beige,XXXL,Accessories,8,70,10/30/2026,5
43759706,Anthony Lee,9,Daniel Erickson,M,1968,Uniform,Beige,XL,Sports,1,55,06/31/2026,4
04945807,Amy Fisher,5,Stephen Galloway,F,2013,Sneakers,White,XXXL,Footwear,4,75,11/30/2024,4
75289351,Casey Ortiz,5,Kimberly Stokes,F,2000,Pants,Gray,XS,Bottoms,6,45,05/31/2026,4
87618509,Christopher Cook,8,Lauren Lopez,F,1983,Slippers,Yellow,XXL,Footwear,8,15,07/08/2024,6
80170458,Gregory Wheeler,1,Kenneth Blankenship,M,2011,Hat,Blue,L,Headwear,5,18,12/30/2025,4
62256263,Robin Callahan,9,Laura Higgins,M,1965,Uniform,Gray,M,Sports,5,55,10/31/2026,8
84611647,Michael Mendoza,2,Amy Heath,M,2015,Scarf,Black,XXL,Headwear,5,20,12/30/2024,7
30754071,Jeremy Cook,2,Randy Baker,M,2008,Tie,White,XXXL,Sports,4,20,12/03/2024,2
09272057,Kyle Smith,7,Mark Foley,M,1961,Hoodie,Yellow,L,Tops,7,40,11/30/2026,3
30717314,Kyle Smith,9,William Perkins,M,2001,Hat,Navy,XXXL,Headwear,3,18,12/30/2026,3
