invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
32901695,Gregory Wheeler,3,Lawrence Wells,F,1989,Slippers,Black,M,Footwear,8,15,02/30/2023,2
60157226,Jeremy Cook,1,Cheryl Snyder,M,1976,Shorts,Green,S,Bottoms,7,25,11/15/2022,2
72171107,Jonathon King,2,Andre Chaney,F,1965,Ring,Blue,S,Accessories,7,40,11/30/2023,6
20456084,Hayden Henry,2,Cameron Walters,M,2001,Trousers,Gray,XXL,Bottoms,2,40,12/01/2024,8
01810832,William Hughes,3,Anna Miller,F,1960,Pants,Yellow,M,Bottoms,5,45,02/07/2022,2
48411236,Gregory Wheeler,2,Bryan Buck,F,1991,Watch,Gray,XXL,Accessories,1,150,04/23/2023,2
60623802,Richard Steele,1,Gloria Gaines,M,2000,Skirt,Yellow,L,Bottoms,4,30,04/30/2022,2
44906818,Hayden Henry,5,Robert Lee,F,1960,Jacket,Green,XS,Tops,5,60,04/04/2024,5
50132376,Christopher Cook,4,Christina Armstrong,F,2007,Jeans,Black,L,Bottoms,8,50,02/26/2023,2
23119527,Gregory Wheeler,2,Shaun Washington,F,2010,Watch,Red,L,Accessories,1,150,12/01/2022,6
37470467,Taylor Flores,1,Jack Barrett,M,2014,Boots,Green,XXXL,Footwear,6,90,10/08/2023,8
09425230,Christopher Cook,4,Sara Montgomery,F,1987,Beanie,Blue,S,Headwear,8,10,12/04/2023,7
10651923,Nicole Harrington,1,Mrs. Rachel Jackson,F,1973,Sweater,Black,XS,Tops,1,35,07/31/2023,2
67378804,Jeremy Cook,1,Thomas Thompson,M,2004,Coat,White,XXXL,Tops,5,80,11/30/2022,7
12641765,Anthony Lee,5,Robin Ferguson,F,1996,Hat,White,S,Headwear,1,18,11/31/2024,6
97335490,Dawn Vaughan,4,Vanessa Coffey,M,2008,Necklace,Navy,XXXL,Accessories,7,65,05/31/2022,8
54645331,Randall Sims,2,Christopher Jimenez,F,1969,Slippers,Gray,XXXL,Footwear,8,15,08/31/2023,3
55068576,Mark Cummings,3,Dennis Clark,M,2005,Hat,Gray,M,Headwear,8,18,01/06/2023,2
92481644,William Hughes,4,Anthony Travis,M,1963,Tie,Blue,S,Sports,2,20,12/06/2022,6
24038399,Anthony Lee,4,George Moore,M,2002,Hood,Beige,S,Headwear,7,25,03/31/2022,6
50126389,Anthony Lee,5,John Barton,M,2011,Jeans,Red,XXXL,Bottoms,6,50,04/31/2022,4
12508153,Jeremy Cook,5,Susan Griffith,M,2013,Sweater,Navy,S,Tops,6,35,09/30/2022,3
50708785,Nicole Garcia,4,Cynthia Carr,F,2006,Belt,Beige,XL,Sports,6,25,01/09/2023,8
37821580,Jonathon King,5,Douglas Nguyen,M,2005,Sneakers,Blue,S,Footwear,6,75,12/30/2023,2
62295139,Martin Johnson,4,Rebecca Nixon,F,1977,T-shirt,Gray,XXXL,Tops,6,15,06/31/2022,3
64971216,Jeremy Cook,5,Richard Lee,F,1961,Jeans,Navy,XXXL,Bottoms,5,50,12/30/2022,8
66956442,Michael Mendoza,3,Kimberly Conner,F,1981,Sneakers,Gray,L,Footwear,1,75,12/04/2022,8
44012017,Susan Rivera,3,Gabriela Walton,F,2003,Bracelet,Blue,L,Accessories,7,45,05/31/2023,2
46848239,Richard Steele,4,Kevin Rivera,M,1993,Uniform,Navy,M,Sports,3,55,12/06/2024,3
15257868,Susan Werner,2,Debra Fuller,M,1966,Sweater,Black,XL,Tops,5,35,10/01/2022,2
47713914,William Hughes,5,Samuel Anderson,F,1964,Hoodie,Beige,M,Tops,7,40,11/03/2022,5
23897975,Melissa Thomas,1,Trevor Smith,M,1979,Earrings,Blue,XL,Accessories,1,35,11/02/2024,3
63430867,Nicole Garcia,4,Nicholas Vaughan,F,2001,Loafers,Yellow,XL,Footwear,2,55,10/02/2024,8
53171671,Christopher Cook,3,James Martinez,F,2001,Heels,Yellow,M,Footwear,6,65,02/31/2024,8
43480076,Taylor Flores,3,Morgan Gordon,F,1990,Sandals,Gray,M,Footwear,1,30,10/31/2024,2
86370817,Christopher Wright,4,Larry Nelson,F,1972,Swimsuit,Blue,L,Sports,6,40,12/17/2022,3
56412601,William Hughes,4,Pamela Banks,F,1993,Pants,Blue,XXXL,Bottoms,4,45,10/10/2023,5
45414159,Taylor Flores,1,Oscar Gray,F,2010,Boots,Blue,L,Footwear,5,90,12/03/2024,2
86724426,Dawn Vaughan,5,Melissa Stewart,F,1998,Socks,Gray,S,Sports,6,8,10/08/2023,7
00401954,Mark Cummings,1,Amanda Ingram,F,1966,Scarf,Red,S,Headwear,1,20,05/08/2024,5
85768322,Randall Sims,4,Anita Raymond,M,1966,Belt,Gray,M,Sports,1,25,05/12/2024,2
79171181,Stephanie Martinez,2,Mark Nash,F,2003,Trousers,Red,XXXL,Bottoms,1,40,02/30/2022,5
33197024,Christopher Wright,3,Kurt Leonard,M,1966,Tracksuit,Navy,L,Sports,4,60,07/30/2024,8
30571312,Michael Mendoza,1,Nancy Ellis,F,2005,Sneakers,Yellow,M,Footwear,2,75,06/31/2023,2
77054971,Mark Cummings,5,Judy Jones,M,1986,Swimsuit,Black,M,Sports,5,40,04/31/2022,7
48615737,Gregory Wheeler,4,Lisa Charles,M,1960,Leggings,White,L,Bottoms,5,20,05/30/2023,8
64327090,Jonathon King,4,Kimberly Miller,F,2012,Watch,Green,XXL,Accessories,4,150,10/30/2022,6
34545351,Christine Richardson,5,Julie Reynolds,F,2010,Watch,Yellow,XS,Accessories,1,150,12/30/2024,6
43324860,Hayden Henry,4,Tammy Mitchell,M,1970,Hood,Green,M,Headwear,4,25,12/31/2022,8
66610477,William Hughes,5,Amanda Brown,M,1968,Jeans,Black,L,Bottoms,2,50,11/26/2023,6
07470577,Susan Werner,1,Kevin Church,M,1971,Jeans,Beige,S,Bottoms,5,50,12/30/2024,8
98672606,Robin Callahan,4,Leslie Osborn,M,1977,Cap,Blue,M,Headwear,8,12,12/30/2023,4
41931787,William Hughes,1,Vanessa Wright,F,1995,Hat,Yellow,M,Headwear,2,18,08/31/2023,4
58911587,Susan Rivera,3,David Price,M,2012,Sweater,Blue,M,Tops,8,35,07/03/2022,7
59645626,Richard Steele,5,Bryce White,F,1998,Necklace,White,XL,Accessories,4,65,09/03/2024,3
00817706,Amy Fisher,4,David Miller,F,1991,Beanie,White,S,Headwear,6,10,08/06/2023,5
76889622,Gregory Wheeler,1,Barbara Hancock,M,2005,Sandals,Gray,M,Footwear,5,30,07/01/2022,5
62886459,Hayden Henry,1,Robert House,F,2006,Boots,White,L,Footwear,7,90,10/30/2023,7
28856062,Gregory Wheeler,2,Gina Carter,M,2007,Pants,Green,XS,Bottoms,1,45,11/25/2023,5
88192214,Jonathon King,2,Christopher Fowler,M,2015,Leggings,Navy,XXXL,Bottoms,3,20,11/31/2024,5
52784457,Christopher Cook,1,Paula Allen,F,2003,Beanie,Blue,XS,Headwear,8,10,02/31/2023,6
09971519,Nicole Harrington,2,Adrienne Duran,M,1972,Scarf,Red,M,Headwear,3,20,12/30/2024,3
83909720,Nicole Harrington,1,Ricky Christensen,F,2011,Necklace,Beige,XL,Accessories,2,65,12/01/2023,4
95433570,Amy Burke,5,John Thomas,M,1981,Sandals,Gray,M,Footwear,7,30,05/31/2024,3
68186464,Jeremy Cook,5,David Rosales,F,1997,Tracksuit,White,XL,Sports,7,60,12/09/2022,4
55163518,Cynthia Bradshaw,4,Cynthia Porter,F,2010,Bracelet,Green,XXXL,Accessories,8,45,05/29/2023,8
68816294,Nicole Harrington,5,Brianna Collins,F,1988,Boots,Navy,M,Footwear,5,90,11/07/2023,4
10418777,Hayden Henry,2,Erica Anderson,F,2003,Belt,Red,XL,Sports,6,25,07/30/2023,8
94360203,Jeremy Cook,4,Jacqueline Mcneil,M,2003,Leggings,Red,XXL,Bottoms,2,20,03/31/2024,7
42219372,Jeremy Cook,1,Brent Oneill,M,1991,Boots,Beige,XXXL,Footwear,1,90,12/05/2024,6
07719799,Gregory Wheeler,4,Kristin Koch,M,1967,Scarf,Gray,S,Headwear,3,20,12/30/2024,7
70684154,Martin Johnson,2,Debbie Nguyen,F,2015,Tracksuit,Green,XXL,Sports,2,60,08/07/2024,5
80631089,Richard Steele,5,Christine Kennedy,M,1992,Skirt,Yellow,XXL,Bottoms,4,30,11/31/2024,4
56234574,Susan Rivera,2,Joseph Wilson,F,1998,Necklace,Navy,XXL,Accessories,1,65,03/30/2022,4
64696511,Martin Johnson,3,Gregory Williams,M,1986,Helmet,Yellow,M,Headwear,8,50,11/11/2022,5
42592019,Richard Patel,4,Emma Jones,M,1975,Sweater,Yellow,L,Tops,4,35,07/09/2022,8
98905503,Nicole Harrington,1,Jorge Novak,F,1970,Loafers,Blue,L,Footwear,2,55,11/31/2024,4
04949643,Richard Patel,4,Melissa Garza,F,2015,Watch,Navy,M,Accessories,3,150,10/30/2024,4
58583644,Hayden Henry,3,Keith Stafford,F,2001,Bracelet,Beige,XL,Accessories,2,45,02/30/2022,6
