invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
76135835,Christopher Wright,2,Hannah Mercado,F,2015,Scarf,Black,M,Headwear,2,20,12/07/2020,2
66441508,Christine Richardson,1,Patrick Vargas,F,1973,Coat,Red,XXL,Tops,4,80,12/07/2020,5
48913708,Taylor Flores,1,Joseph Howard,M,2015,Cap,Red,XL,Headwear,5,12,11/31/2021,7
77993425,Christopher Wright,3,Margaret Reeves,M,1960,Earrings,Gray,L,Accessories,2,35,02/06/2021,5
53874494,Anthony Lee,1,Lisa Rich,F,1994,Jeans,Blue,L,Bottoms,1,50,11/30/2021,3
65663037,Joseph Brown,1,Gabriel Davis,F,1991,Helmet,Yellow,M,Headwear,1,50,11/30/,5
02813068,Christopher Wright,2,Keith Rogers,M,2011,Socks,Yellow,XXL,Sports,2,8,08/31/2021,2
24821461,Richard Patel,2,Jonathan Guerrero,M,2009,Slippers,White,L,Footwear,8,15,11/30/,5
72891713,Anthony Lee,3,Dawn Ford,F,1988,Swimsuit,Blue,L,Sports,7,40,03/08/2020,8
77475946,Nicole Garcia,1,Wendy Davis,M,1971,Jeans,Black,XS,Bottoms,4,50,10/30/,6
58384504,Joseph Brown,1,Michael Dixon,F,1964,Pants,Yellow,XL,Bottoms,6,45,07/30/2021,7
88094791,Nicole Harrington,3,Kelly Johnson,F,1977,Sweater,Red,S,Tops,1,35,06/31/2020,8
09783442,Anthony Lee,1,Mrs. Brittany Mejia MD,F,2014,Ring,White,M,Accessories,5,40,02/31/2021,3
94797419,Nicole Garcia,2,Chad Turner,F,2005,Hoodie,Navy,L,Tops,3,40,07/30/2020,3
67692775,Joseph Brown,1,Nichole Turner,F,1987,Helmet,Beige,XXXL,Headwear,8,50,01/26/,5
91875233,Nicole Garcia,1,Austin Cox,F,2005,Helmet,Red,M,Headwear,6,50,03/28/2021,6
80268754,William Hughes,1,Carlos Richards,F,1983,Skirt,White,S,Bottoms,7,30,05/03/2021,8
66913633,Taylor Flores,2,James Johnson,F,1960,Sneakers,Yellow,XL,Footwear,1,75,12/31/,7
22658478,Joseph Brown,1,Kristopher Kelly,F,2000,Hood,Black,XS,Headwear,8,25,06/18/2020,6
17329575,Christopher Wright,1,Anthony Sullivan,M,1963,Pants,Blue,XXXL,Bottoms,7,45,10/30/2021,8
24192915,Robin Callahan,3,Christy Jones,F,2015,Shorts,Navy,S,Bottoms,5,25,11/15/,2
82943598,William Hughes,1,Sean Washington,F,1985,Jeans,Blue,XXXL,Bottoms,8,50,10/10/2020,7
