invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
89158767,Nicole Garcia,2,John Webster,F,1983,T-shirt,Red,S,Tops,8,15,12/24/2024,2
10858208,Jeremy Cook,3,David Santiago,M,2013,Bracelet,Blue,XXXL,Accessories,8,45,03/12/2024,2
94818279,Nicole Garcia,4,Evelyn Thompson,F,2005,Sneakers,Red,XXXL,Footwear,2,75,12/30/2024,6
78388448,Melissa Thomas,1,Angela Johnson,F,1960,Heels,Red,S,Footwear,1,65,11/16/2023,4
49716241,Melissa Thomas,5,Hector Scott,F,1972,Boots,Red,S,Footwear,7,90,05/15/2023,5
96518689,Amy Burke,4,Carol Gillespie,M,2008,Jacket,Blue,XS,Tops,5,60,08/08/2022,8
66773697,Mark Cummings,4,Jonathan Murphy,F,2005,Watch,Red,M,Accessories,1,150,03/31/2024,6
71405331,Cynthia Bradshaw,1,Terry Diaz,M,2010,Helmet,Black,XS,Headwear,8,50,04/30/2023,2
03090742,Marcus Guzman,3,Melanie Mills,M,2014,Trousers,White,M,Bottoms,4,40,10/30/2022,5
03526265,Joseph Brown,1,Richard Edwards,F,1964,Earrings,Gray,L,Accessories,1,35,12/21/2023,5
35186809,Susan Rivera,4,Randy Walters,M,1997,Watch,Green,XL,Accessories,6,150,02/31/2024,7
41672557,Anthony Lee,1,Kerry Miller,M,2015,Trousers,Red,L,Bottoms,4,40,12/29/2023,4
52151277,Jonathon King,1,Angela Ross,M,1985,Hat,Green,XXL,Headwear,6,18,11/30/2024,7
15376656,Jonathon King,1,Crystal Hernandez,M,2013,Earrings,Beige,XXL,Accessories,7,35,04/08/2023,8
38942779,Jeremy Cook,5,Herbert Phillips,M,2013,Jeans,Navy,XS,Bottoms,4,50,10/30/2022,2
37670963,Cynthia Bradshaw,1,Tammy Smith,F,1998,Belt,Navy,XL,Sports,8,25,01/30/2024,8
85097714,Cynthia Bradshaw,5,Mr. Jeffery Cain MD,F,1995,T-shirt,Red,XL,Tops,5,15,11/30/2023,4
27960826,Joseph Brown,1,Chase Franklin,F,1993,Bracelet,Blue,L,Accessories,7,45,11/30/2024,6
12338581,Nicole Garcia,3,Michael Ball,F,2009,Shorts,Navy,XS,Bottoms,1,25,01/30/2023,2
44948548,Christopher Wright,1,Misty Carlson,F,1970,Slippers,Green,L,Footwear,7,15,10/18/2023,4
42095089,William Hughes,5,Stephanie Padilla,M,2009,Earrings,Gray,XXXL,Accessories,5,35,08/15/2023,7
55814126,Nicole Harrington,1,Katie Bartlett,F,2004,Jacket,White,L,Tops,7,60,05/31/2024,2
68654050,Martin Johnson,3,Lindsay Carson,M,2006,Jacket,Beige,XXXL,Tops,1,60,10/09/2022,4
74655245,Nicole Harrington,5,Andrew Fritz,M,2006,Bracelet,Green,M,Accessories,5,45,06/31/2023,6
03252472,Nicole Garcia,3,Barbara Harris,F,2009,Heels,Red,M,Footwear,1,65,11/06/2023,2
42615176,Jeremy Cook,5,Karla Powell,F,1966,Sandals,Red,XS,Footwear,1,30,11/27/2022,3
45079565,Mark Cummings,2,Janice Spencer,F,1973,Sweater,Black,XS,Tops,6,35,10/30/2023,2
91016591,Randall Sims,1,Joseph Lyons,F,2015,Coat,Gray,L,Tops,3,80,11/30/2024,2
72022663,Melissa Thomas,2,Hunter Lindsey,M,1976,Sunglasses,Blue,XXL,Accessories,7,70,07/17/2024,4
40654246,William Hughes,3,Sarah Wood,M,2006,Swimsuit,Yellow,XL,Sports,7,40,02/04/2023,5
11860614,Jeremy Cook,2,Derrick Kemp,F,1989,Pants,Beige,S,Bottoms,6,45,02/05/2023,2
48809918,Michael Mendoza,2,Suzanne Cameron,M,2014,Boots,Yellow,M,Footwear,8,90,10/30/2024,4
92640836,Anthony Lee,5,Anthony Mills,M,2010,Swimsuit,Green,L,Sports,1,40,12/31/2024,8
40333482,Michael Mendoza,4,Molly Hebert,M,1965,Watch,Green,L,Accessories,2,150,10/04/2022,3
35070007,Nicole Garcia,3,Jamie Price,F,2011,Hood,Beige,M,Headwear,2,25,05/07/2024,7
20736767,Nicole Harrington,5,Thomas Hernandez,M,1969,Skirt,Green,XXXL,Bottoms,8,30,04/31/2022,5
43385168,Joseph Brown,4,Brenda Thompson,F,2005,Belt,Navy,XXXL,Sports,8,25,12/29/2023,6
