invoiceNum,salePerson,distributeChannel,customerName,customerGender,birthYear,productName,productColor,productSize,productCategory,productQty,productUnitPrice,orderDate,shipInterval
75474802,Melissa Thomas,3,Paige Lewis,M,1979,Pants,Navy,L,Bottoms,2,45,01/07/2023,3
74017848,Martin Johnson,4,Blake York,F,2003,Loafers,Black,XXXL,Footwear,8,55,10/08/2023,2
69889463,Richard Patel,1,Patricia Mills,M,2001,Coat,White,XXXL,Tops,1,80,11/31/2024,5
79179153,Christopher Wright,5,Sarah Snyder,M,1981,Helmet,Blue,XXL,Headwear,2,50,10/09/2023,7
31418868,Marcus Guzman,1,Jennifer Manning,M,2014,Sneakers,Navy,M,Footwear,3,75,12/18/2023,3
62925788,Robin Callahan,3,Joshua Hamilton,M,1987,Uniform,White,S,Sports,3,55,10/31/2024,6
86030592,Amy Burke,3,Sherry Morgan,M,1963,Coat,Gray,XXL,Tops,4,80,10/31/2024,3
93127501,Cynthia Bradshaw,5,Jennifer Hodges,M,1960,Sneakers,Red,XL,Footwear,2,75,11/31/2023,4
07845168,Stephanie Martinez,5,Andrew Norton,M,2014,Socks,White,L,Sports,7,8,07/31/2022,7
65244291,Gregory Wheeler,1,Stephanie Green,M,2012,Belt,Red,M,Sports,3,25,11/18/2022,5
00644018,Stephanie Martinez,2,Mary Day,M,2000,Jeans,White,M,Bottoms,6,50,11/24/2023,5
45859912,William Hughes,2,John Jordan,M,2007,Earrings,White,XL,Accessories,1,35,09/06/2024,6
32118632,Melissa Thomas,4,Jeremy Montgomery,M,1976,Slippers,Beige,L,Footwear,7,15,10/31/2023,8
25535933,Susan Rivera,4,Chelsea Gordon,F,1998,Swimsuit,Black,M,Sports,4,40,01/31/2022,7
94616210,Martin Johnson,1,Sean Cook,M,1988,Tracksuit,White,XXL,Sports,3,60,10/31/2023,3
24022126,Anthony Lee,2,Laura Perez MD,M,2008,Shirt,Red,XXXL,Tops,2,25,11/31/2022,5
01637872,Stephanie Martinez,4,Jamie Young,M,2012,Hat,Green,XL,Headwear,6,18,09/30/2022,6
85119748,Robin Callahan,4,Robert Johnson,F,1982,Beanie,White,XXL,Headwear,4,10,03/09/2023,2
83579582,Anthony Lee,5,Tommy Young,M,1978,T-shirt,White,XS,Tops,1,15,12/31/2022,3
62357191,Cynthia Bradshaw,3,Matthew Parker,M,1970,Hoodie,Navy,XS,Tops,1,40,04/18/2022,8
93445490,Randall Sims,1,Kathryn Ramirez,M,1967,Tracksuit,Yellow,S,Sports,4,60,05/31/2024,2
93661698,Melissa Thomas,3,Richard Rush,M,1963,Sneakers,Red,M,Footwear,5,75,07/31/2023,4
52374378,Cynthia Bradshaw,3,Tamara Wheeler,M,1992,Belt,Blue,XL,Sports,6,25,03/30/2022,2
93139816,Richard Patel,1,Emily Smith,F,2003,Swimsuit,Green,S,Sports,5,40,10/04/2023,8
03281648,Dawn Vaughan,2,Kelsey Mahoney,F,1980,Boots,Gray,S,Footwear,2,90,10/21/2024,5
97209692,Robin Callahan,4,Megan Powell,M,1969,Sneakers,Navy,M,Footwear,1,75,03/23/2022,8
20232041,Cynthia Bradshaw,3,Kari Jones,M,1992,Bracelet,Yellow,L,Accessories,6,45,09/19/2024,3
75555890,Dawn Vaughan,4,Pamela Burke,M,1965,Tie,Red,XL,Sports,7,20,09/05/2022,2
38122549,Melissa Thomas,5,Grant Howe,F,2006,Tie,Black,XS,Sports,1,20,11/09/2022,5
04877314,Jeremy Cook,2,Ronald Wilson,F,2011,Uniform,Blue,XS,Sports,1,55,07/12/2024,3
79788650,Marcus Guzman,5,Mary Walsh,M,2013,Coat,Navy,XXXL,Tops,3,80,02/31/2023,8
05720206,Joseph Brown,3,Michael Taylor,F,2012,Sweater,Blue,M,Tops,8,35,12/23/2022,4
70774838,Michael Mendoza,1,Melody Owens,M,1973,Sunglasses,Gray,M,Accessories,5,70,03/31/2024,8
46405976,Stephanie Martinez,1,Gabriela Bennett,M,1984,Bracelet,Yellow,S,Accessories,6,45,11/31/2024,3
77516120,Christine Richardson,5,Samuel Armstrong,M,1963,Leggings,Beige,XXL,Bottoms,3,20,09/31/2022,7
67786233,Jonathon King,2,Tara Anderson,F,2001,Helmet,Blue,L,Headwear,2,50,07/09/2022,8
62499771,Christopher Cook,1,Louis Harrison,M,1969,Hoodie,Beige,XL,Tops,8,40,10/30/2022,3
87801561,Christine Richardson,4,Alicia Hartman,M,1974,Tie,Beige,S,Sports,4,20,02/27/2022,5
45478324,Nicole Garcia,3,George Rice,F,1982,Hoodie,Beige,XXXL,Tops,7,40,05/30/2023,8
90408510,Stephanie Martinez,2,Brittney Hill,M,1960,Hoodie,Gray,XXL,Tops,1,40,12/05/2024,7
26727121,Michael Mendoza,1,Jennifer Davis,M,1984,Belt,Blue,M,Sports,6,25,10/02/2023,7
40218788,Taylor Flores,2,Alexander Aguilar,F,1978,Hat,White,XS,Headwear,1,18,11/31/2022,2
32968913,Michael Mendoza,4,Benjamin Reed,F,2014,Hat,Black,L,Headwear,1,18,10/20/2023,6
90167003,Gregory Wheeler,5,John Hester III,M,2007,Loafers,White,L,Footwear,2,55,11/30/2022,3
81812402,Susan Rivera,4,Shawn Serrano,M,1984,Necklace,Red,L,Accessories,6,65,12/30/2022,8
82330030,Dawn Vaughan,5,Edwin Santiago,M,2014,Helmet,Beige,XL,Headwear,6,50,07/30/2024,5
98698302,Randall Sims,2,Shannon Guerrero,M,2012,Watch,White,XL,Accessories,3,150,11/30/2023,7
71886580,Christine Richardson,5,Elizabeth Garcia,F,1992,Boots,Red,XXL,Footwear,5,90,06/31/2024,4
94248672,Nicole Harrington,2,Andrew Stokes,F,1984,Ring,Navy,XXL,Accessories,4,40,10/01/2024,5
64281703,Richard Patel,3,Randall Vaughan,F,1978,Shirt,Red,L,Tops,2,25,12/30/2023,8
78349146,Robin Callahan,3,Allison Koch,M,2011,Shirt,Black,L,Tops,6,25,05/30/2023,2
77315242,Taylor Flores,4,Thomas Gillespie,M,1963,Sandals,Red,XS,Footwear,6,30,10/31/2024,7
08884131,Michael Mendoza,4,Daniel Miles,M,1970,Earrings,Navy,XXL,Accessories,2,35,10/30/2023,7
13040933,Susan Werner,2,Daniel Larson,F,2004,Tie,Gray,XS,Sports,7,20,11/25/2022,3
69932441,Christopher Wright,2,Zachary Lam,M,2001,Hat,Yellow,XXXL,Headwear,7,18,11/28/2022,4
16082152,Nicole Garcia,2,Sarah Martinez,F,1988,Jeans,Yellow,L,Bottoms,4,50,07/31/2024,6
68198326,Michael Mendoza,2,Nicole Lynch,F,1963,Socks,Beige,XL,Sports,1,8,07/31/2024,8
37733523,Nicole Harrington,2,Elizabeth Higgins,M,1979,Sandals,Navy,M,Footwear,3,30,12/06/2022,2
49590153,Amy Fisher,5,Vanessa Wilson,F,1967,Shirt,Red,XXXL,Tops,7,25,03/19/2023,6
82239740,Nicole Harrington,3,Christopher Webb,F,1989,Sweater,Gray,S,Tops,6,35,08/30/2023,2
22872160,Randall Sims,4,Jacob Lane,F,1983,Sunglasses,Beige,L,Accessories,2,70,12/30/2022,6
64389241,Anthony Lee,2,Paul Poole,F,2000,Hood,Red,L,Headwear,8,25,12/31/2023,3
45289328,Richard Patel,3,Chad Haas,F,2011,Hoodie,Navy,XS,Tops,6,40,03/09/2023,3
99016191,Anthony Lee,4,Ronald Howell,M,2010,Slippers,Green,XXL,Footwear,8,15,08/02/2023,6
81443132,Hayden Henry,1,Jonathan Hanson,M,2004,Boots,Gray,L,Footwear,7,90,08/05/2024,4
19003811,Dawn Vaughan,4,Tammy Oliver,M,2004,Tie,Navy,XL,Sports,5,20,12/31/2022,7
42697975,Richard Steele,1,Joseph Freeman,M,2013,Boots,Yellow,XXL,Footwear,6,90,06/30/2024,4
59277244,Susan Werner,1,Mark Wilson,F,2015,Trousers,Red,XS,Bottoms,5,40,03/30/2022,6
45299672,Martin Johnson,4,Kevin Morris,F,2009,Sneakers,Gray,S,Footwear,8,75,11/30/2022,2
61244645,Richard Patel,3,Kristine Gonzalez,F,1989,T-shirt,Black,XXXL,Tops,6,15,02/05/2024,6
66450054,Susan Rivera,2,Erin Baker,F,2009,Leggings,Yellow,XL,Bottoms,8,20,11/22/2024,6
08363895,Amy Burke,3,Shannon Brown,M,1996,Hat,Black,XXXL,Headwear,3,18,01/26/2023,7
96892766,Mark Cummings,1,George Robertson,F,1973,T-shirt,Yellow,XXXL,Tops,4,15,03/30/2023,6
65808916,Michael Mendoza,3,Andre Farrell,F,1960,Shorts,Beige,XS,Bottoms,4,25,04/31/2024,2
15573933,Nicole Garcia,2,Emily Camacho,M,1966,Helmet,Blue,XXL,Headwear,1,50,12/25/2023,6
